temperatura,umidade,pressao,velocidade_vento,precipitacao_chuva,tempo_chuva,intensidade_chuva,ponto_orvalho,latitude,longitude,data_hora,historico_alagamento,solo,bairro,precipitacao_diaria,precipitacao_acumulada
19.98,94,1012,2.01,0.0,0,trovoada com chuva fraca,18.99,-23.473248,-46.573818,2025-01-31 23:27:00,1,,Vila Maria/ Vila Guilherme,24.6,0.0
20.31,98,1011,2.1,2.79,4,chuva forte,19.98,-23.517704,-46.649528,2025-02-01 01:50:00,1,,Casa Verde,43.8,13.71
20.29,99,1010,2.6,13.72,4,chuva forte,20.13,-23.515056,-46.66693,2025-02-01 04:15:00,1,,Casa Verde,43.8,21.08
21.1,91,1012,3.1,2.79,3,chuva moderada,19.57,-23.508631,-46.66621,2025-02-01 09:10:00,1,,Casa Verde,43.8,5.73
19.58,99,1011,3.6,0.42,2,chuva moderada,19.42,-23.463455,-46.60082,2025-02-01 02:18:00,1,,Jaçanã/ Tremembé,72.7,0.58
25.0,73,1011,5.14,0.0,4,neblina,19.82,-23.517813,-46.649485,2025-02-01 11:45:00,1,,Vila Maria/ Vila Guilherme,49.0,1.16
19.15,95,1011,2.1,1.75,4,chuva moderada,18.33,-23.460433,-46.721606,2025-02-01 06:59:00,1,,Pirituba/Jaraguá,44.7,11.66
20.31,98,1011,2.1,4.57,4,chuva forte,19.98,-23.517724,-46.649399,2025-02-01 01:45:00,1,,Santana,49.4,22.6
19.58,99,1011,3.6,0.42,2,chuva moderada,19.42,-23.463504,-46.60082,2025-02-01 02:13:00,1,,Santana,49.4,0.58
20.36,99,1010,3.09,4.06,4,chuva forte,20.2,-23.517594,-46.639418,2025-02-01 03:09:00,1,,Santana,49.4,14.21
20.27,97,1010,2.6,8.89,4,chuva forte,19.78,-23.509499,-46.618276,2025-02-01 04:06:00,1,,Santana,49.4,19.8
20.08,96,1011,2.1,1.75,4,chuva moderada,19.42,-23.514914,-46.641295,2025-02-01 06:39:00,1,,Santana,49.4,10.38
20.08,96,1011,2.1,1.75,4,chuva moderada,19.42,-23.514914,-46.641295,2025-02-01 06:55:00,1,,Santana,49.4,13.43
22.64,93,1010,3.1,8.89,4,chuva forte,21.45,-23.501153,-46.683697,2025-02-02 17:42:00,1,,Casa Verde,14.1,10.86
24.0,83,1009,4.12,1.18,4,chuva moderada,20.93,-23.51523,-46.625258,2025-02-02 16:32:00,1,,Santana,19.2,9.45
22.96,80,1013,3.1,0.0,4,chuva leve,19.33,-23.511829,-46.586151,2025-02-03 19:00:00,1,,Vila Maria/ Vila Guilherme,21.0,0.33
21.99,86,1014,4.63,0.73,4,chuva leve,19.54,-23.508512,-46.686261,2025-02-03 09:32:00,1,,Pirituba/Jaraguá,15.3,2.5
20.87,99,1011,3.6,0.7,4,chuva leve,20.71,-23.517675,-46.649399,2025-02-03 03:40:00,1,,Santana,19.2,17.21
20.74,93,1014,2.06,0.0,4,céu limpo,19.57,-23.493038,-46.627207,2025-02-04 19:49:00,1,,Santana,11.3,0.97
22.92,82,1014,7.2,27.43,1,chuva muito forte,19.68,-23.498921,-46.683696,2025-02-06 19:27:00,1,,Casa Verde,7.5,27.43
20.98,91,1015,2.6,0.0,0,trovoada com chuva,19.45,-23.502368,-46.686042,2025-02-06 19:43:00,1,,Freguesia do Ó,2.2,0.0
25.24,70,1014,5.14,0.0,0,trovoadas,19.38,-23.475014,-46.570078,2025-02-06 19:15:00,1,,Jaçanã/ Tremembé,7.0,0.0
23.39,76,1014,7.2,0.0,0,trovoada com chuva,18.92,-23.475014,-46.570078,2025-02-06 19:17:00,1,,Vila Maria/ Vila Guilherme,22.0,0.0
22.38,89,1015,4.12,0.0,0,trovoada com chuva,20.48,-23.518344,-46.644106,2025-02-06 19:32:00,1,,Santana,15.4,0.0
21.26,90,1015,4.12,0.0,0,trovoada com chuva fraca,19.55,-23.516424,-46.629699,2025-02-06 19:41:00,1,,Santana,15.4,0.0
23.2,84,1015,6.7,0.59,4,chuva leve,20.35,-23.510197,-46.609128,2025-02-10 16:49:00,1,,Vila Maria/ Vila Guilherme,34.9,0.99
22.97,85,1015,6.7,0.59,4,chuva leve,20.31,-23.508204,-46.611787,2025-02-10 16:51:00,1,,Vila Maria/ Vila Guilherme,34.9,0.99
20.56,87,1015,6.7,0.59,4,chuva leve,18.32,-23.490241,-46.610367,2025-02-10 16:54:00,1,,Vila Maria/ Vila Guilherme,34.9,0.99
25.85,93,1015,6.2,0.16,4,chuva leve,24.63,-23.484015,-46.716262,2025-02-10 16:32:00,1,,Pirituba/Jaraguá,35.8,0.67
22.35,83,1015,6.7,0.16,4,chuva leve,19.32,-23.488265,-46.712253,2025-02-10 16:38:00,1,,Pirituba/Jaraguá,35.8,0.67
21.97,89,1015,6.7,0.16,4,chuva forte,20.07,-23.514923,-46.641198,2025-02-10 17:24:00,1,,Santana,28.0,0.67
20.04,99,1012,5.14,4.97,4,chuva forte,19.88,-23.513565,-46.608899,2025-02-14 14:34:00,1,,Vila Maria/ Vila Guilherme,41.9,7.72
22.17,94,1015,2.64,0.0,3,nublado,21.16,-23.514943,46.64122,2025-02-14 14:41:00,1,,Santana,28.5,0.45
19.88,100,1012,5.14,4.97,4,chuva forte,19.88,-23.49492,-46.612979,2025-02-14 15:01:00,1,,Santana,28.5,7.72
20.24,93,1016,8.23,0.0,0,trovoada com chuva fraca,19.07,-23.49898,-46.683771,2025-02-18 20:32:00,1,,Casa Verde,27.2,0.0
19.19,90,1016,8.23,40.64,1,trovoada com chuva,17.51,-23.515095,-46.666798,2025-02-18 20:41:00,1,,Casa Verde,27.2,40.64
19.19,90,1016,5.7,13.72,1,chuva forte,17.51,-23.498357,-46.707044,2025-02-18 20:47:00,1,,Freguesia do Ó,38.1,13.72
19.19,90,1016,5.7,13.72,1,chuva forte,17.51,-23.498357,-46.707044,2025-02-18 20:47:00,1,,Freguesia do Ó,38.1,13.72
19.02,94,1017,5.66,0.0,0,nublado,18.03,-23.472967,-46.572288,2025-02-18 21:43:00,1,,Vila Maria/ Vila Guilherme,27.5,0.0
24.93,83,1016,4.63,0.0,4,trovoadas,21.84,-23.415032,-46.750694,2025-02-18 19:55:00,1,,Perus,38.3,0.24
25.11,83,1016,4.63,0.0,4,trovoadas,22.02,-23.40678,-46.750923,2025-02-18 19:55:00,1,,Perus,38.3,0.24
24.01,84,1016,5.7,0.0,4,trovoadas,21.14,-23.513677,-46.624025,2025-02-18 19:36:00,1,,Santana,31.4,0.25
19.51,88,1016,8.23,0.0,0,trovoada com chuva fraca,17.47,-23.514963,-46.641274,2025-02-18 20:39:00,1,,Santana,31.4,0.0
28.21,85,1015,5.7,0.0,0,nuvens dispersas,25.45,-23.498862,-46.683782,2025-02-26 16:48:00,1,,Casa Verde,20.3,0.0
22.11,93,1013,6.2,1.02,1,chuva moderada ,20.92,-2.35725,-4.66071,2023-02-01 20:32:00,1,,Ipiranga ,15.7,1.02
22.46,87,1013,4.63,2.55,1,chuva moderada ,20.19,-2.36072,-4.66972,2023-02-06 16:56:00,1,,Santo Amaro ,13.6,2.55
22.27,89,1013,4.63,2.55,1,chuva moderada ,20.37,-2.36216,-4.66792,2023-02-06 17:05:00,1,,Santo Amaro ,13.6,2.55
23.27,90,1013,4.6,2.55,1,chuva moderada ,21.54,-2.36207,-4.66989,2023-02-06 16:38:00,1,,Santo Amaro ,13.6,2.55
24.26,90,1013,1.54,1.44,1,chuva moderada ,22.51,-2.36175,-4.66818,2023-02-06 16:22:00,1,,Santo Amaro ,13.6,1.44
21.02,94,1013,2.1,0.52,1,chuva leve ,20.02,-2.36675,-4.67708,2023-02-07 18:26:00,1,,Campo Limpo ,32.8,0.52
20.27,94,1013,5.14,1.58,1,chuva forte ,19.27,-2.36277,-4.67673,2023-02-07 15:51:00,1,,M'Boi Mirim ,18.7,1.58
20.17,88,1013,2.6,1.58,1,chuva moderada ,18.12,-2.36756,-4.67343,2023-02-07 16:23:00,1,,M'Boi Mirim ,18.7,1.58
20.42,94,1013,5.14,1.5,1,chuva forte ,19.42,-2.36017,-4.66952,2023-02-07 15:44:00,1,,Santo Amaro ,42.0,1.5
19.44,94,1013,3.6,1.58,1,chuva moderada ,18.45,-2.36539,-4.67206,2023-02-07 16:09:00,1,,Santo Amaro ,42.0,1.58
19.29,94,1013,3.6,1.58,1,chuva moderada ,18.3,-2.36615,-4.66793,2023-02-07 16:10:00,1,,Santo Amaro ,42.0,1.58
20.43,94,1013,2.1,1.58,1,trovoada com chuva ,19.43,-2.3663,-4.67077,2023-02-07 16:16:00,1,,Santo Amaro ,42.0,1.58
20.43,93,1013,2.24,4.57,1,chuva forte ,19.26,-2.36838,-4.66926,2023-02-07 16:20:00,1,,Santo Amaro ,42.0,4.57
20.6,99,1013,2.6,2.79,1,chuva moderada ,20.44,-2.36632,-4.67077,2023-02-07 17:08:00,1,,Santo Amaro ,42.0,2.79
20.44,94,1013,2.6,4.06,1,chuva forte ,19.44,-2.36686,-4.67035,2023-02-07 18:33:00,1,,Santo Amaro ,42.0,4.06
20.38,93,1013,2.6,3.18,1,chuva moderada ,19.21,-2.36243,-4.66942,2023-02-07 18:43:00,1,,Santo Amaro ,42.0,3.18
20.79,91,1013,3.6,9.4,1,chuva forte ,19.27,-2.3583,-4.66046,2023-02-07 15:09:00,1,,Ipiranga ,44.0,9.4
21.24,89,1013,3.6,4.47,1,chuva forte ,19.35,-2.35878,-4.66028,2023-02-07 15:10:00,1,,Ipiranga ,44.0,4.47
21.22,91,1013,3.6,4.47,1,chuva forte ,19.69,-2.35769,-4.66064,2023-02-07 15:24:00,1,,Ipiranga ,44.0,4.47
20.61,99,1013,2.6,2.79,1,chuva moderada ,20.45,-2.35918,-4.65988,2023-02-07 16:44:00,1,,Ipiranga ,44.0,2.79
20.56,99,1013,2.6,4.06,1,chuva forte ,20.4,-2.36032,-4.66041,2023-02-07 17:00:00,1,,Ipiranga ,44.0,4.06
20.53,91,1013,3.6,4.06,1,chuva forte ,19.01,-2.35689,-4.66408,2023-02-07 15:04:00,1,,Vila Mariana ,52.7,4.06
20.37,94,1013,5.14,1.5,1,chuva forte ,19.37,-2.36174,-4.66819,2023-02-07 15:46:00,1,,Vila Mariana ,52.7,1.5
20.18,94,1013,5.14,1.5,1,chuva forte ,19.18,-2.36073,-4.66584,2023-02-07 15:52:00,1,,Vila Mariana ,52.7,1.5
20.27,94,1013,5.14,1.5,1,chuva forte ,19.27,-2.36017,-4.66608,2023-02-07 16:02:00,1,,Vila Mariana ,52.7,1.5
23.43,83,1013,8.8,6.51,4,chuva forte ,20.38,-2.36835,-4.66926,2023-02-12 15:41:00,1,,Santo Amaro ,62.9,8.66
21.92,79,1013,6.2,16.39,1,chuva muito forte,18.11,-2.35565,-4.66186,2025-01-02 20:04:00,1,,Ipiranga ,19.1,16.39
24.48,79,1013,3.6,0.92,1,chuva leve ,20.6,-2.35676,-4.66067,2025-01-03 16:53:00,1,,Ipiranga ,5.6,0.92
30.59,50,1013,5.7,0.44,1,chuva leve ,18.99,-2.36229,-4.6678,2025-01-03 15:06:00,1,,Santo Amaro ,1.2,0.44
22.6,99,1013,2.1,0.11,1,chuva leve ,22.43,-2.36603,-4.67682,2025-01-16 18:30:00,1,,Campo Limpo ,62.6,0.11
21.83,99,1013,2.1,0.26,1,chuva leve ,21.67,-2.36639,-4.67371,2025-01-16 18:23:00,1,,M'Boi Mirim ,45.4,0.26
21.73,99,1013,2.1,0.31,1,chuva leve ,21.57,-2.36175,-4.66818,2025-01-16 18:27:00,1,,Santo Amaro ,54.2,0.31
23.45,92,1013,4.12,9.53,1,chuva forte ,22.07,-2.36072,-4.66973,2025-01-16 17:48:00,1,,Santo Amaro ,54.2,9.53
22.39,96,1013,3.6,1.78,1,chuva moderada ,21.72,-2.36242,-4.66943,2025-01-16 20:43:00,1,,Santo Amaro ,54.2,1.78
21.17,100,1013,5.14,14.99,1,chuva forte ,21.17,-2.35675,-4.66067,2025-01-16 21:27:00,1,,Ipiranga ,32.4,14.99
22.12,96,1013,3.6,7.12,1,trovoada com chuva forte ,21.45,-2.36006,-4.66513,2025-01-16 18:11:00,1,,Vila Mariana ,45.6,7.12
27.41,66,1013,3.6,0.25,1,chuva leve ,20.5,-2.36041,-4.66034,2025-01-17 17:17:00,1,,Ipiranga ,0.9,0.25
18.92,88,1013,6.7,0.34,1,chuva leve ,16.89,-2.35675,-4.66067,2025-01-24 16:20:00,1,,Ipiranga ,6.5,0.34
24.15,83,1013,5.7,1.49,1,chuva moderada ,21.08,-2.36124,-4.66573,2025-01-26 13:43:00,1,,Santo Amaro ,16.1,1.49
24.29,82,1013,5.7,1.49,1,chuva moderada ,21.02,-2.36005,-4.66514,2025-01-26 13:45:00,1,,Vila Mariana ,29.2,1.49
25.25,80,1013,2.1,0.11,1,chuva leve ,21.55,-2.35857,-4.66549,2025-01-29 10:03:00,1,,Vila Mariana ,31.9,0.11
22.2,94,1013,5.14,0.14,1,chuva leve ,21.19,-2.36004,-4.66517,2025-01-29 13:11:00,1,,Vila Mariana ,31.9,0.14
24.73,80,1013,2.84,7.12,1,chuva forte ,21.05,-2.37989,-4.67315,2025-01-30 14:30:00,1,,parelheiros ,33.8,7.12
21.47,100,1013,0.5,1.02,1,chuva moderada ,21.47,-2.36629,-4.67077,2025-01-31 02:59:00,1,,Santo Amaro ,50.5,1.02
16.28,82,1025,3.09,0.0,0,nublado,13.21,-23.54252431,-46.44995507,2025-06-01 19:58:11,0,,Itaquera,0.0,0.0
16.63,86,1026,3.6,0.0,0,nublado,14.28,-23.54252431,-46.44995507,2025-06-02 07:53:09,0,,Itaquera,0.0,0.0
18.93,77,1020,2.57,0.0,4,nublado,14.81,-23.54252431,-46.44995507,2025-06-03 12:44:41,0,,Itaquera,0.0,0.48
17.61,88,1019,0.51,0.0,0,céu limpo,15.6,-23.54252431,-46.44995507,2025-06-04 23:31:12,0,,Itaquera,0.0,0.0
22.74,68,1018,3.6,0.0,0,céu limpo,16.53,-23.54252431,-46.44995507,2025-06-05 10:49:26,0,,Itaquera,0.0,0.0
17.32,94,1020,1.03,0.2,2,chuva leve,16.35,-23.54252431,-46.44995507,2025-06-06 07:06:50,0,,Itaquera,0.0,0.36
17.08,94,1018,3.09,0.0,4,nublado,16.11,-23.54252431,-46.44995507,2025-06-07 22:07:18,0,,Itaquera,0.0,0.86
17.0,94,1017,2.06,1.15,4,chuva moderada,16.03,-23.54252431,-46.44995507,2025-06-08 23:21:48,0,,Itaquera,0.0,3.71
16.09,94,1016,1.54,0.5,4,chuva leve,15.12,-23.54252431,-46.44995507,2025-06-09 02:00:15,0,,Itaquera,0.0,2.87
14.32,100,1019,1.54,0.0,0,nublado,14.32,-23.54252431,-46.44995507,2025-06-10 00:33:39,0,,Itaquera,0.0,0.0
10.83,79,1026,3.09,0.0,0,algumas nuvens,7.34,-23.54252431,-46.44995507,2025-06-11 21:40:06,0,,Itaquera,0.0,0.0
12.41,76,1024,3.6,0.0,0,nublado,8.3,-23.54252431,-46.44995507,2025-06-12 17:49:44,0,,Itaquera,0.0,0.0
12.37,92,1026,2.57,0.0,0,céu limpo,11.11,-23.54252431,-46.44995507,2025-06-13 21:31:18,0,,Itaquera,0.0,0.0
12.88,83,1023,3.09,0.0,0,céu limpo,10.07,-23.54252431,-46.44995507,2025-06-14 23:23:18,0,,Itaquera,0.0,0.0
17.17,69,1021,2.06,0.0,0,céu limpo,11.44,-23.54252431,-46.44995507,2025-06-15 19:08:56,0,,Itaquera,0.0,0.0
12.17,87,1022,2.06,0.0,0,céu limpo,10.07,-23.54252431,-46.44995507,2025-06-16 03:06:37,0,,Itaquera,0.0,0.0
19.64,63,1024,2.06,0.0,0,céu limpo,12.41,-23.54252431,-46.44995507,2025-06-17 11:31:15,0,,Itaquera,0.0,0.0
18.57,65,1025,3.09,0.0,0,céu limpo,11.87,-23.54252431,-46.44995507,2025-06-18 09:33:14,0,,Itaquera,0.0,0.0
24.71,44,1021,2.57,0.0,0,céu limpo,11.65,-23.54252431,-46.44995507,2025-06-19 12:45:40,0,,Itaquera,0.0,0.0
14.02,94,1021,1.54,0.0,0,céu limpo,13.07,-23.54252431,-46.44995507,2025-06-20 07:27:07,0,,Itaquera,0.0,0.0
22.84,52,1014,4.63,0.23,0,chuva leve,12.48,-23.54252431,-46.44995507,2025-06-21 15:12:34,0,,Itaquera,0.0,0.23
16.88,88,1016,0.51,0.0,0,céu limpo,14.88,-23.54252431,-46.44995507,2025-06-22 07:47:12,0,,Itaquera,0.0,0.0
17.6,88,1012,4.12,0.0,0,céu limpo,15.59,-23.54252431,-46.44995507,2025-06-23 00:27:48,0,,Itaquera,0.0,0.0
13.51,85,1019,7.72,0.0,4,chuva leve,11.04,-23.54252431,-46.44995507,2025-06-24 08:26:07,0,,Itaquera,0.0,1.06
13.78,72,1021,2.57,0.0,0,céu limpo,8.83,-23.54252431,-46.44995507,2025-06-25 18:50:23,0,,Itaquera,0.0,0.0
20.35,66,1018,5.66,0.0,0,céu limpo,13.79,-23.54252431,-46.44995507,2025-06-26 18:47:49,0,,Itaquera,0.0,0.0
16.93,88,1022,3.6,0.35,3,chuva leve,14.93,-23.54252431,-46.44995507,2025-06-27 17:17:17,0,,Itaquera,0.0,2.9
22.15,73,1018,4.12,0.0,0,céu limpo,17.08,-23.54252431,-46.44995507,2025-06-28 17:26:34,0,,Itaquera,0.0,0.0
18.46,71,1025,2.57,0.0,0,céu limpo,13.11,-23.544683,-46.59397,2025-06-01 10:13:14,0,,Mooca,0.0,0.0
16.34,90,1026,3.6,0.0,0,nublado,14.7,-23.544683,-46.59397,2025-06-02 00:59:41,0,,Mooca,0.0,0.0
17.24,85,1024,3.09,0.0,0,névoa,14.7,-23.544683,-46.59397,2025-06-03 08:14:37,0,,Mooca,0.0,0.0
19.8,80,1019,0.0,0.0,0,céu limpo,16.25,-23.544683,-46.59397,2025-06-04 21:46:29,0,,Mooca,0.0,0.0
17.46,90,1017,2.57,0.0,0,céu limpo,15.8,-23.544683,-46.59397,2025-06-05 04:06:12,0,,Mooca,0.0,0.0
18.26,83,1019,2.57,0.1,4,chuva leve,15.33,-23.544683,-46.59397,2025-06-06 14:27:17,0,,Mooca,0.0,1.4
21.47,70,1019,2.06,0.0,0,nublado,15.77,-23.544683,-46.59397,2025-06-07 12:02:25,0,,Mooca,0.0,0.0
17.39,90,1018,1.54,0.0,0,névoa,15.73,-23.544683,-46.59397,2025-06-08 07:45:40,0,,Mooca,0.0,0.0
17.34,84,1016,1.54,0.32,4,chuva leve,14.61,-23.544683,-46.59397,2025-06-09 15:21:32,0,,Mooca,0.0,1.48
14.56,95,1019,2.06,0.0,0,nublado,13.77,-23.544683,-46.59397,2025-06-10 03:06:56,0,,Mooca,0.0,0.0
13.3,93,1021,2.57,0.0,0,nublado,12.19,-23.544683,-46.59397,2025-06-11 05:17:04,0,,Mooca,0.0,0.0
11.3,87,1025,2.57,0.0,0,nuvens dispersas,9.22,-23.544683,-46.59397,2025-06-12 22:59:23,0,,Mooca,0.0,0.0
11.15,89,1025,2.06,0.0,0,céu limpo,9.41,-23.544683,-46.59397,2025-06-13 02:19:10,0,,Mooca,0.0,0.0
18.27,62,1023,4.12,0.0,0,céu limpo,10.87,-23.544683,-46.59397,2025-06-14 13:20:16,0,,Mooca,0.0,0.0
17.43,73,1020,6.69,0.0,0,céu limpo,12.54,-23.544683,-46.59397,2025-06-15 17:38:55,0,,Mooca,0.0,0.0
20.38,70,1023,3.6,0.0,0,céu limpo,14.73,-23.544683,-46.59397,2025-06-16 18:06:15,0,,Mooca,0.0,0.0
21.19,55,1021,3.09,0.0,0,céu limpo,11.8,-23.544683,-46.59397,2025-06-17 17:37:30,0,,Mooca,0.0,0.0
11.69,93,1023,2.06,0.0,0,névoa,10.6,-23.544683,-46.59397,2025-06-18 05:48:03,0,,Mooca,0.0,0.0
14.93,79,1023,2.06,0.0,0,céu limpo,11.32,-23.544683,-46.59397,2025-06-19 07:49:26,0,,Mooca,0.0,0.0
20.51,64,1021,2.57,0.0,0,céu limpo,13.47,-23.544683,-46.59397,2025-06-20 09:48:03,0,,Mooca,0.0,0.0
15.72,82,1015,2.57,0.0,0,céu limpo,12.66,-23.544683,-46.59397,2025-06-21 02:13:59,0,,Mooca,0.0,0.0
22.14,58,1013,3.6,0.0,4,céu limpo,13.5,-23.544683,-46.59397,2025-06-22 14:42:03,0,,Mooca,0.0,0.19
17.76,81,1012,3.09,0.0,0,céu limpo,14.46,-23.544683,-46.59397,2025-06-23 02:35:57,0,,Mooca,0.0,0.0
12.56,43,1021,3.09,0.0,0,céu limpo,0.33,-23.544683,-46.59397,2025-06-24 18:29:29,0,,Mooca,0.0,0.0
13.59,78,1021,1.54,0.0,0,céu limpo,9.83,-23.544683,-46.59397,2025-06-25 19:50:41,0,,Mooca,0.0,0.0
26.86,45,1016,7.2,0.0,0,céu limpo,13.94,-23.544683,-46.59397,2025-06-26 14:37:41,0,,Mooca,0.0,0.0
16.83,89,1019,0.51,0.0,0,céu limpo,15.01,-23.544683,-46.59397,2025-06-27 01:25:09,0,,Mooca,0.0,0.0
21.48,78,1018,2.57,0.0,0,céu limpo,17.49,-23.544683,-46.59397,2025-06-28 19:37:36,0,,Mooca,0.0,0.0
16.17,87,1027,6.7,0.0,4,nublado,14.01,-23.544683,-46.59397,2025-04-05 20:03:17,0,,Mooca,0.0,0.62
16.49,88,1025,4.12,0.0,2,algumas nuvens,14.5,-23.544683,-46.59397,2025-04-06 05:06:01,0,,Mooca,0.0,0.73
16.35,93,1022,4.12,0.0,0,chuva leve,15.22,-23.544683,-46.59397,2025-04-07 03:43:00,0,,Mooca,0.0,0.0
24.12,67,1016,5.14,0.0,0,nublado,17.61,-23.544683,-46.59397,2025-04-08 15:57:48,0,,Mooca,0.0,0.0
21.06,85,1017,1.03,0.0,0,céu limpo,18.44,-23.544683,-46.59397,2025-04-09 00:01:02,0,,Mooca,0.0,0.0
15.95,88,1025,4.63,0.12,3,garoa de leve intensidade,13.97,-23.551485,-46.577669,2025-04-05 07:48:25,0,,Mooca,0.0,0.43
17.19,88,1025,4.63,0.0,0,nublado,15.19,-23.551485,-46.577669,2025-04-06 22:57:01,0,,Mooca,0.0,0.0
20.1,73,1020,5.7,0.0,0,nuvens dispersas,15.11,-23.551485,-46.577669,2025-04-07 17:05:12,0,,Mooca,0.0,0.0
24.1,68,1016,5.14,0.0,0,nublado,17.83,-23.551485,-46.577669,2025-04-08 16:43:27,0,,Mooca,0.0,0.0
20.32,85,1015,3.09,0.0,0,céu limpo,17.72,-23.551485,-46.577669,2025-04-09 05:06:39,0,,Mooca,0.0,0.0
17.08,92,1025,7.2,0.0,3,garoa de leve intensidade,15.77,-23.552479,-46.577326,2025-04-05 15:25:49,0,,Mooca,0.0,0.26
18.93,68,1024,7.2,0.0,4,neblina,12.9,-23.552479,-46.577326,2025-04-06 15:02:19,0,,Mooca,0.0,1.48
17.1,90,1023,4.12,0.0,0,nublado,15.45,-23.552479,-46.577326,2025-04-07 02:05:37,0,,Mooca,0.0,0.0
25.12,59,1017,2.06,0.0,0,nuvens dispersas,16.55,-23.552479,-46.577326,2025-04-08 12:30:05,0,,Mooca,0.0,0.0
20.44,95,1016,2.1,0.43,0,chuva leve,19.61,-23.552479,-46.577326,2025-04-09 20:11:02,0,,Mooca,0.0,0.43
16.0,88,1026,6.7,0.13,4,chuva leve,14.02,-23.526742,-46.555941,2025-04-05 18:43:29,0,,Mooca,0.0,0.92
18.96,72,1027,6.2,0.1,4,chuva leve,13.8,-23.526742,-46.555941,2025-04-06 10:56:26,0,,Mooca,0.0,0.36
16.95,83,1021,3.6,0.0,0,algumas nuvens,14.05,-23.526742,-46.555941,2025-04-07 22:27:15,0,,Mooca,0.0,0.0
15.32,93,1019,1.54,0.0,0,céu limpo,14.2,-23.526742,-46.555941,2025-04-08 04:54:51,0,,Mooca,0.0,0.0
20.0,93,1016,3.6,1.06,4,chuva moderada,18.83,-23.526742,-46.555941,2025-04-09 23:25:03,0,,Mooca,0.0,3.0
17.15,86,1026,5.14,0.0,0,nuvens dispersas,14.79,-23.5321,-46.6862,2025-04-05 23:36:05,0,,Lapa,0.0,0.0
17.59,86,1024,4.12,0.0,4,nublado,15.22,-23.5321,-46.6862,2025-04-06 19:16:48,0,,Lapa,0.0,0.22
18.99,74,1023,3.6,0.0,0,nublado,14.26,-23.5321,-46.6862,2025-04-07 08:46:20,0,,Lapa,0.0,0.0
23.68,63,1017,1.54,0.0,0,neblina,16.23,-23.5321,-46.6862,2025-04-08 11:45:29,0,,Lapa,0.0,0.0
20.51,86,1015,2.1,0.0,0,céu limpo,18.09,-23.5321,-46.6862,2025-04-09 04:24:56,0,,Lapa,0.0,0.0
18.8,75,1026,6.7,0.14,2,chuva leve,14.28,-23.5189,-46.6748,2025-04-05 11:06:48,0,,Lapa,0.0,0.29
18.97,68,1024,7.2,0.0,3,neblina,12.94,-23.5189,-46.6748,2025-04-06 14:35:54,0,,Lapa,0.0,0.9
18.06,88,1024,3.6,0.0,0,nublado,16.04,-23.5189,-46.6748,2025-04-07 00:24:26,0,,Lapa,0.0,0.0
15.48,92,1020,3.6,0.0,0,algumas nuvens,14.19,-23.5189,-46.6748,2025-04-08 06:54:09,0,,Lapa,0.0,0.0
20.28,87,1015,1.54,0.0,0,céu limpo,18.05,-23.5189,-46.6748,2025-04-09 04:57:39,0,,Lapa,0.0,0.0
17.22,84,1027,5.7,0.0,0,nublado,14.49,-23.5099,-46.6893,2025-04-05 23:12:49,0,,Lapa,0.0,0.0
18.62,88,1024,3.6,0.0,0,nublado,16.59,-23.5099,-46.6893,2025-04-06 23:50:24,0,,Lapa,0.0,0.0
17.52,85,1021,2.1,0.0,0,céu limpo,14.97,-23.5099,-46.6893,2025-04-07 23:48:56,0,,Lapa,0.0,0.0
26.0,57,1016,4.12,0.0,0,céu limpo,16.83,-23.5099,-46.6893,2025-04-08 14:48:24,0,,Lapa,0.0,0.0
20.38,94,1017,1.54,0.44,2,chuva leve,19.38,-23.5099,-46.6893,2025-04-09 21:57:35,0,,Lapa,0.0,0.95
17.2,84,1027,5.7,0.0,0,nublado,14.48,-23.5113,-46.6881,2025-04-05 23:10:32,0,,Lapa,0.0,0.0
17.02,89,1024,4.12,0.0,4,nublado,15.19,-23.5113,-46.6881,2025-04-06 18:30:45,0,,Lapa,0.0,0.22
21.02,64,1020,5.7,0.0,0,nublado,13.96,-23.5113,-46.6881,2025-04-07 14:24:43,0,,Lapa,0.0,0.0
24.0,67,1016,5.14,0.0,0,nublado,17.5,-23.5113,-46.6881,2025-04-08 16:18:00,0,,Lapa,0.0,0.0
23.99,72,1014,4.12,0.0,3,nublado,18.63,-23.5113,-46.6881,2025-04-09 17:55:17,0,,Lapa,0.0,0.11
20.29,78,1015,1.54,0.0,0,céu limpo,16.33,-23.5829,-46.686,2024-04-01 01:44:33,0,,Pinheiros,0.0,0.0
25.77,61,1014,1.54,0.0,3,céu limpo,17.69,-23.5829,-46.686,2024-04-02 11:09:11,0,,Pinheiros,0.0,0.14
28.52,61,1013,5.14,0.0,0,algumas nuvens,20.27,-23.5829,-46.686,2024-04-03 15:48:13,0,,Pinheiros,0.0,0.0
20.38,88,1017,2.06,0.0,0,nublado,18.33,-23.5829,-46.686,2024-04-04 02:27:59,0,,Pinheiros,0.0,0.0
26.01,71,1018,2.06,0.0,0,algumas nuvens,20.34,-23.5829,-46.686,2024-04-05 09:36:32,0,,Pinheiros,0.0,0.0
23.51,76,1019,4.12,0.0,0,nublado,19.04,-23.5829,-46.686,2024-04-06 10:24:04,0,,Pinheiros,0.0,0.0
19.78,90,1019,4.47,0.0,0,névoa,18.09,-23.5829,-46.686,2024-04-07 07:20:30,0,,Pinheiros,0.0,0.0
